"variable_en","unit_en","name_en","description_en","method_en","sampling_period_en","topic_en","variable_fr","unit_fr","name_fr","description_fr","method_fr","sampling_period_fr","topic_fr","source","preferred_hydrological_month","is_date","to_normalise","palette","script_path"
"nVCN10-5_H3","without unit","Number of years in the distant horizon where VCN10 is superior to VCN10-5 from the historical period","","1. no temporal aggregation - 10-day centered moving average
2. annual aggregation [Month of maximum monthly flows] - minimum (VCN10)
3. no temporal aggregation - calculation of the 5-year return period flow with the log-normal distribution from the historical period (VCN10-5_H0)
4. no temporal aggregation - counting the number of VCN10 in the distant horizon above VCN10-5_H0","Month of minimum monthly flows","Flow, Low Flows, Occurrence","nVCN10-5_H3","sans unité","Nombre d'années de l'horizon lointain où le VCN10 est supérieur au VCN10-5 de la période historique","","1. aucune agrégation temporelle - moyenne mobile centrée sur 10 jours
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum (VCN10)
3. aucune agrégation temporelle - calcul du débit de période de retour 5 ans avec la loi log-normal sur la période historique (VCN10-5_H0)
4. aucune agrégation temporelle - décompte du nombre de VCN10 de l'horizon lointain au dessus du VCN10-5_H0","Mois du minimum des débits mensuels","Débit, Basses Eaux, Occurrence",NA,1,FALSE,TRUE,NA,"Flow/Low_Flows/criteria/nVCN10-5_H.R"
"Q90","m^{3}.s^{-1}","Flow exceeded 9 years out of 10","Flow with an exceedance probability of 90 % (10th percentile)","1. no temporal aggregation - quantile at the exceedance probability of 90 %",NA,"Flow, Low Flows, Intensity","Q90","m^{3}.s^{-1}","Débit dépassée 9 années sur 10","Débit avec une probabilité de dépassement de 90 % (centile 10 %)","1. aucune agrégation temporelle - quantile à la probabilité de dépassement de 90 %",NA,"Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,NA,"Flow/Low_Flows/criteria/Q90.R"
"QMNA-5","m^{3}.s^{-1}","Annual minimum of monthly flows with a return period of 5 years","","1. monthly aggregation - mean
2. annual aggregation [Month of maximum monthly flows] - minimum
3. no temporal aggregation - calculation of 5-year return period flow with the log-normal distribution","Month of maximum monthly flows","Flow, Low Flow, Intensity","QMNA-5","m^{3}.s^{-1}","Minimum annuel des débits mensuels de période de retour 5 ans","","1. agrégation mensuelle - moyenne
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum
3. aucune agrégation temporelle - calcul du débit de période de retour 5 ans avec la loi log-normal","Mois du maximum des débits mensuels","Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,NA,"Flow/Low_Flows/criteria/QMNA-5.R"
"VCN10-5","m^{3}.s^{-1}","Annual minimum of 10-day mean daily discharge with a return period of 5 years","","1. no temporal aggregation - 10-day centered moving average
2. annual aggregation [Month of maximum monthly flows] - minimum
3. no temporal aggregation - calculation of the 5-year return period flow with the log-normal distribution","Month of maximum monthly flows","Flow, Low Flows, Intensity","VCN10-5","m^{3}.s^{-1}","Minimum annuel de la moyenne sur 10 jours du débit journalier VCN10 de période de retour 5 ans","","1. aucune agrégation temporelle - moyenne mobile centrée sur 10 jours
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum
3. aucune agrégation temporelle - calcul du débit de période de retour 5 ans avec la loi log-normal","Mois du maximum des débits mensuels","Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,NA,"Flow/Low_Flows/criteria/VCN10-5.R"
"VCN30-2","m^{3}.s^{-1}","Annual minimum of 30-day mean daily discharge with a return period of 2 years","","1. no temporal aggregation - 30-day centered moving average
2. annual aggregation [Month of maximum monthly flows] - minimum
3. no temporal aggregation - calculation of the 2-year return period flow using the log-normal distribution","Month of maximum monthly flows","Flow, Low Flows, Intensity","VCN30-2","m^{3}.s^{-1}","Minimum annuel de la moyenne sur 30 jours du débit journalier de période de retour 2 ans","","1. aucune agrégation temporelle - moyenne mobile centrée sur 30 jours
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum
3. aucune agrégation temporelle - calcul du débit de période de retour 2 ans avec la loi log-normal","Mois du maximum des débits mensuels","Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,NA,"Flow/Low_Flows/criteria/VCN30-2.R"
"startLF","yearday","Start of low flows","Date of the first 10-day mean flow value below the threshold set at the maximum of VCN10","1. no temporal aggregation - 10-day centered moving average
2. annual aggregation [Month of maximum monthly flows] - minimum (series of VCN10)
3. no temporal aggregation - the maximum of the previous series is taken as the threshold
4. annual aggregation [Month of maximum monthly flows] - date of the first day of the longest period below the previous threshold","Month of maximum monthly flows","","debutBE","jour de l'année","Début des basses eaux","Date de la première valeur de débits moyens sur 10 jours sous le seuil fixé au maximum des VCN10","1. aucune agrégation temporelle - moyenne mobile centrée sur 10 jours
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum (série des VCN10)
3. aucune agrégation temporelle - le maximum de la précédente série est pris comme seuil
4. agrégation annuelle [Mois du maximum des débits mensuels] - date du premier jour de la plus longue période sous le précédent seuil","Mois du maximum des débits mensuels","Débit, Basses Eaux, Saisonnalité",NA,1,TRUE,FALSE,"#60265e #893687 #c05fbe #dba3da #edd1ec #f6ddd3 #edbaa7 #e08765 #CD5629 #8f3c1d","Flow/Low_Flows/serie/allLF.R"
"centerLF","yearday","Center of low flows","Date of the minimal 10-day mean flow value below the threshold set at the maximum of VCN10","1. no temporal aggregation - 10-day centered moving average (series of VC10)
2. annual aggregation [Month of maximum monthly flows] - minimum (series of VCN10)
3. no temporal aggregation - the maximum of the previous series is taken as the threshold
4. annual aggregation [Month of maximum monthly flows] - date of the minimum of the VC10 of the longest period below the previous threshold","Month of maximum monthly flows","","centreBE","jour de l'année","Centre des basses eaux","Date de la valeur minimale des débits moyens sur 10 jours sous le seuil fixé au maximum des VCN10","1. aucune agrégation temporelle - moyenne mobile centrée sur 10 jours (série des VC10)
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum (série des VCN10)
3. aucune agrégation temporelle - le maximum de la précédente série est pris comme seuil
4. agrégation annuelle [Mois du maximum des débits mensuels] - date du minimum des VC10 de la plus longue période sous le précédent seuil","Mois du maximum des débits mensuels","Débit, Basses Eaux, Saisonnalité",NA,1,TRUE,FALSE,"#60265e #893687 #c05fbe #dba3da #edd1ec #f6ddd3 #edbaa7 #e08765 #CD5629 #8f3c1d","Flow/Low_Flows/serie/allLF.R"
"endLF","yearday","End of low flows","Date of the last 10-day mean flow value below the threshold set at the maximum of VCN10","1. no temporal aggregation - 10-day centered moving average
2. annual aggregation [Month of maximum monthly flows] - minimum
3. no temporal aggregation - the maximum of the previous series is taken as the threshold
4. annual aggregation [Month of maximum monthly flows] - date of the last day of the longest period below the previous threshold","Month of maximum monthly flows","","finBE","jour de l'année","Fin des basses eaux","Date de la dernière valeur de débits moyens sur 10 jours sous le seuil fixé au maximum des VCN10","1. aucune agrégation temporelle - moyenne mobile centrée sur 10 jours
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum
3. aucune agrégation temporelle - le maximum de la précédente série est pris comme seuil
4. agrégation annuelle [Mois du maximum des débits mensuels] - date du dernier jour de la plus longue période sous le précédent seuil","Mois du maximum des débits mensuels","Débit, Basses Eaux, Saisonnalité",NA,1,TRUE,FALSE,"#60265e #893687 #c05fbe #dba3da #edd1ec #f6ddd3 #edbaa7 #e08765 #CD5629 #8f3c1d","Flow/Low_Flows/serie/allLF.R"
"dtLF","day","Duration of low flows","Duration of the longest continuous sequence with 10-day mean flows below the threshold set at the maximum of VCN10","1. no temporal aggregation - 10-day centered moving average
2. annual aggregation [Month of maximum monthly flows] - minimum (extraction from the series of VCN10)
3. no temporal aggregation - the maximum of the previous series is taken as the threshold
4. annual aggregation [Month of maximum monthly flows] - number of days in the longest period below the previous threshold","Month of maximum monthly flows","","dtBE","jour","Durée des basses eaux","Durée de la plus longue séquence continue avec des débits moyens sur 10 jours sous le seuil fixé au maximum des VCN10","1. aucune agrégation temporelle - moyenne mobile centrée sur 10 jours
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum (extraction de la série des VCN10
3. aucune agrégation temporelle - le maximum de la précédente série est pris comme seuil
4. agrégation annuelle [Mois du maximum des débits mensuels] - nombre de jours de la plus longue période sous le précédent seuil","Mois du maximum des débits mensuels","Débit, Basses Eaux, Durée",NA,1,FALSE,FALSE,"#003C30 #01665E #35978F #80CDC1 #C7EAE5 #F6E8C3 #DFC27D #BF812D #8C510A #543005","Flow/Low_Flows/serie/allLF.R"
"vLF","hm^{3}","Volume deficit of low flows","Sum of differences between the 10-day mean and the maximum of VCN10, over the longest sequence below this threshold","1. no temporal aggregation - 10-day centered moving average
2. annual aggregation [Month of maximum monthly flows] - minimum (extraction from the series of VCN10)
3. no temporal aggregation - the maximum of the previous series is taken as the threshold
4. annual aggregation [Month of maximum monthly flows] - sum of volumes discharged each day in the longest period below the previous threshold","Month of maximum monthly flows","","vBE","hm^{3}","Volume de déficit des basses eaux","Somme des écarts entre de la moyenne sur 10 jours et le maximum des VCN10, sur la séquence la plus longue sous ce seuil","1. aucune agrégation temporelle - moyenne mobile centrée sur 10 jours
2. agrégation annuelle [Mois du maximum des débits mensuels] - minimum (extraction de la série des VCN10
3. aucune agrégation temporelle - le maximum de la précédente série est pris comme seuil
4. agrégation annuelle [Mois du maximum des débits mensuels] - somme des volumes écoulés chaque jour de la plus longue période sous le précédent seuil","Mois du maximum des débits mensuels","Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,"#003C30 #01665E #35978F #80CDC1 #C7EAE5 #F6E8C3 #DFC27D #BF812D #8C510A #543005","Flow/Low_Flows/serie/allLF.R"
"Q90A","m^{3}.s^{-1}","Annual flow exceeded 9 years out of 10","Annual flow with an exceedance probability of 90 % (10th percentile)","1. annual aggregation [01-01, 12-31] - quantile at the exceedance probability of 90 %","01-01, 12-31","Flow, Low Flows, Intensity","Q90A","m^{3}.s^{-1}","Débit annuel dépassée 9 années sur 10","Débit annuel avec une probabilité de dépassement de 90 % (centile 10 %)","1. agrégation annuelle [01-01, 31-12] - quantile à la probabilité au dépassement de 90 %","01-01, 31-12","Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Flow/Low_Flows/serie/Q90A.R"
"Q95A","m^{3}.s^{-1}","Annual flow exceeded 19 years out of 20","Annual flow with a exceedance probability of 95 % (5th percentile)","1. annual aggregation [01-01, 12-31] - quantile at the exceedance probability of 95 %","01-01, 12-31","Flow, Low Flows, Intensity","Q95A","m^{3}.s^{-1}","Débit annuel dépassée 19 années sur 20","Débit annuel avec une probabilité de dépassement de 95 % (centile 5 %)","1. agrégation annuelle [01-01, 31-12] - quantile à la probabilité au dépassement de 95 %","01-01, 31-12","Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Flow/Low_Flows/serie/Q95A.R"
"Q99A","m^{3}.s^{-1}","Annual flow exceeded 99 years out of 100","Annual flow with a exceedance probability of 99 % (1th percentile)","1. annual aggregation [01-01, 12-31] - quantile at the exceedance probability of 99 %","01-01, 12-31","Flow, Low Flows, Intensity","Q99A","m^{3}.s^{-1}","Débit annuel dépassée 99 années sur 100","Débit annuel avec une probabilité de dépassement de 99 % (centile 1 %)","1. agrégation annuelle [01-01, 31-12] - quantile à la probabilité au dépassement de 99 %","01-01, 31-12","Débit, Basses Eaux, Intensité",NA,1,FALSE,TRUE,"#452C1A #7F4A23 #B3762A #D4B86A #EFE0B0 #BCE6DB #7ACEB9 #449C93 #2A6863 #193830","Flow/Low_Flows/serie/Q99A.R"
